volcanoName,eruptionCertainty,startDate,maxVEI,evidenceMethod,latitude,longitude,volcanoHeight,country,primaryVolcanoType,population5km,population10km,population30km,population100km
Asamayama,1,1728 Nov 10,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Sangay,1,1728 Sep 30,3,Historical Observations,-2.005,-78.341,5286,Ecuador,Stratovolcano,231,1675,15130,1355275
Krafla,1,1728 Apr 18,2,Historical Observations,65.715,-16.728,800,Iceland,Caldera,384,384,1258,25667
Antisana,2,1728,0,Historical Observations,-0.481,-78.141,5753,Ecuador,Stratovolcano,232,2220,56154,3314142
Etna,1,1727 Nov 22,2,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Krafla,1,1727 Aug 21,2,Historical Observations,65.715,-16.728,800,Iceland,Caldera,384,384,1258,25667
Oraefajokull,1,1727 Aug 3,4,Historical Observations,64.0,-16.65,2010,Iceland,Stratovolcano,0,2,367,2723
Vulcano,1,1727,3,Historical Observations,38.404,14.962,500,Italy,Stratovolcano,2259,23059,86766,2093800
Klyuchevskoy,1,1727,2,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Irazu,1,1726 May,2,Historical Observations,9.979,-83.852,3432,Costa Rica,Stratovolcano,1978,25442,1667528,3432860
Bardarbunga,1,1726 Feb 1,1,Historical Observations,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
Kurikomayama,1,1726,1,Historical Observations,38.961,140.788,1627,Japan,Stratovolcano,226,1081,104165,4615592
Hekla,1,1725 Apr 2,1,Historical Observations,63.983,-19.666,1490,Iceland,Stratovolcano,0,0,298,22845
Grimsvotn,1,1725 Feb,2,Historical Observations,64.416,-17.316,1719,Iceland,Caldera,0,0,0,1736
Krafla,3,1725 Jan 11,1,Historical Observations,65.715,-16.728,800,Iceland,Caldera,384,384,1258,25667
Quilotoa,2,1725,2,Historical Observations,-0.85,-78.9,3914,Ecuador,Caldera,40429,40429,124306,4333779
Sinarka,1,1725,2,Historical Observations,48.873,154.182,911,Russia,Stratovolcano,0,3,3,57
Vesuvius,1,1724 Sep 4,3,Historical Observations,40.821,14.426,1281,Italy,Stratovolcano,19162,675705,3907941,6009961
Krafla,1,1724 May 17,2,Historical Observations,65.715,-16.728,800,Iceland,Caldera,384,384,1258,25667
Etna,2,1723 Nov 22,2,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Asamayama,1,1723 Aug 20,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Irazu,1,1723 Feb 16,3,Historical Observations,9.979,-83.852,3432,Costa Rica,Stratovolcano,1978,25442,1667528,3432860
Turrialba,2,1723,1,Historical Observations,10.025,-83.767,3340,Costa Rica,Stratovolcano,1891,6867,672428,3390544
Asamayama,1,1722 Nov 18,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Santa Ana,1,1722 Mar 12,2,Historical Observations,13.853,-89.63,2381,El Salvador,Stratovolcano,489,21653,1240131,6486880
Banda Api,1,1722,2,Historical Observations,-4.523,129.881,596,Indonesia,Caldera,5682,5682,5810,5810
Asamayama,1,1721 Jun 22,1,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
"Fournaise, Piton de la",1,1721 Jun,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Katla,1,1721 May 11,5,Historical Observations,63.633,-19.083,1490,Iceland,Subglacial,0,0,473,11326
Villarrica,1,1721,2,Varve Count,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Don Joao de Castro Bank,1,1720 Dec 8,3,Historical Observations,38.23,-26.63,-13,Portugal,Submarine,0,0,0,116504
Pico,1,1720 Jul 10,2,Historical Observations,38.47,-28.4,2351,Portugal,Stratovolcano,304,5944,31521,56736
Asamayama,1,1720 Jun 6,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Wudalianchi,1,1720 Jan 14,3,Historical Observations,48.722,126.15,597,China,Volcanic field,57885,57885,136201,2164526
Klyuchevskoy,1,1720,2,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Popocatepetl,1,1720,1,Historical Observations,19.023,-98.622,5393,Mexico,Stratovolcano,325,2584,634054,26509510
Raoul Island,1,1720,4,Radiocarbon (uncorrected),-29.27,-177.92,516,New Zealand,Stratovolcano,0,0,0,0
Bardarbunga,1,1720,2,Ice Core,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
"Bravo, Cerro",1,1720,4,Tephrochronology,5.091,-75.293,3985,Colombia,Stratovolcano,1679,4916,538690,3929468
Asamayama,1,1719 Jun 10,2,Tephrochronology,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Iwatesan,3,1719 Feb,1,Tephrochronology,39.853,141.001,2038,Japan,Complex,439,18462,415920,2976795
Bandaisan,2,1719,2,Tephrochronology,37.601,140.072,1816,Japan,Stratovolcano,5923,17608,327454,4709782
Dukono,1,1719,2,Historical Observations,1.693,127.894,1229,Indonesia,Complex,1575,3348,101506,393070
Kirishimayama,1,1719,2,Historical Observations,31.934,130.862,1700,Japan,Shield,647,8415,407050,3972044
Osorno,1,1719,2,Historical Observations,-41.105,-72.496,2659,Chile,Stratovolcano,88,674,11964,655492
Asamayama,1,1718 Sep 26,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Soufriere St. Vincent,1,1718 Mar 26,3,Historical Observations,13.33,-61.18,1220,Saint Vincent and the Grenadines,Stratovolcano,1491,15327,103882,291476
Pico,1,1718 Feb 1,2,Historical Observations,38.47,-28.4,2351,Portugal,Stratovolcano,304,5944,31521,56736
Asamayama,1,1717 Sep 23,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Kirishimayama,1,1717 Sep 19,3,Historical Observations,31.934,130.862,1700,Japan,Shield,647,8415,407050,3972044
Atitlan,1,1717 Aug 29,2,Historical Observations,14.583,-91.186,3535,Guatemala,Stratovolcano,2303,70431,664649,8029695
Fuego,1,1717 Aug 27,4,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Bardarbunga,1,1717 Aug 4,3,Historical Observations,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
Pacaya,2,1717,2,Historical Observations,14.382,-90.601,2569,Guatemala,Complex,4250,53579,2454482,7033094
Kirishimayama,1,1716 Nov 9,3,Historical Observations,31.934,130.862,1700,Japan,Shield,647,8415,407050,3972044
Grimsvotn,1,1716 Oct 6,2,Historical Observations,64.416,-17.316,1719,Iceland,Caldera,0,0,0,1736
Bardarbunga,1,1716 Oct 5,2,Historical Observations,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
Taal,1,1716 Sep 24,4,Historical Observations,14.002,120.993,311,Philippines,Caldera,717090,717090,2380326,24814047
Kelud,1,1716 Jul 20,2,Historical Observations,-7.935,112.314,1730,Indonesia,Stratovolcano,279,50901,2087876,24999627
Kirishimayama,1,1716 Mar 11,3,Historical Observations,31.934,130.862,1700,Japan,Shield,647,8415,407050,3972044
Villarrica,1,1716,1,Historical Observations,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Taal,1,1715,2,Historical Observations,14.002,120.993,311,Philippines,Caldera,717090,717090,2380326,24814047
Sangeang Api,1,1715,2,Historical Observations,-8.2,119.07,1912,Indonesia,Complex,204,1155,39301,809132
Villarrica,1,1715,2,Varve Count,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Asamayama,1,1713 Jun 29,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Kharimkotan,1,1713,3,Historical Observations,49.12,154.508,1145,Russia,Stratovolcano,2,2,4,22
Sete Cidades,1,1713,2,Historical Observations,37.865,-25.785,842,Portugal,Stratovolcano,3515,10365,102848,127154
Chirpoi,1,1712 Dec 31,4,Historical Observations,46.532,150.871,742,Russia,Caldera,1,1,3,491
Fueguino,2,1712 Nov 26,2,Historical Observations,-54.97,-70.262,157,Chile,Lava dome,18,78,294,1296
Banda Api,1,1712 May,2,Historical Observations,-4.523,129.881,596,Indonesia,Caldera,5682,5682,5810,5810
Miyakejima,1,1712 Feb 4,3,Historical Observations,34.094,139.526,775,Japan,Stratovolcano,1848,3189,3474,95663
Karangetang,1,1712 Jan 16,2,Historical Observations,2.781,125.407,1797,Indonesia,Stratovolcano,892,4478,11066,65667
Bardarbunga,1,1712 Jan 15,2,Historical Observations,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
Awu,1,1711 Dec 10,3,Historical Observations,3.689,125.447,1318,Indonesia,Stratovolcano,6409,22655,52725,58719
Asamayama,1,1711 Apr 13,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Azumayama,1,1711,1,Historical Observations,37.735,140.244,1949,Japan,Stratovolcano,128,907,548195,4877648
Colima,1,1711,3,Historical Observations,19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
Fuego,1,1710 Oct 14,2,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Hokkaido-Komagatake,2,1710 Jun 27,2,Historical Observations,42.063,140.677,1131,Japan,Stratovolcano,173,23091,234213,962081
Asamayama,1,1710 Mar 25,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Ushishur,1,1710,1,Historical Observations,47.52,152.8,401,Russia,Caldera,0,0,16,275
Nemo Peak,1,1710,2,Historical Observations,49.57,154.808,1018,Russia,Caldera,15,15,46,582
Fuego,2,1709 Oct 14,2,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Miyakejima,2,1709 Apr 23,2,Historical Observations,34.094,139.526,775,Japan,Stratovolcano,1848,3189,3474,95663
Iwakisan,2,1709 Apr 23,2,Historical Observations,40.656,140.303,1625,Japan,Stratovolcano,918,13229,465065,1617801
Asosan,1,1709 Feb 13,2,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Taal,1,1709,2,Historical Observations,14.002,120.993,311,Philippines,Caldera,717090,717090,2380326,24814047
"Fournaise, Piton de la",1,1709,2,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Cosiguina,1,1709,3,Historical Observations,12.98,-87.57,872,Nicaragua,Stratovolcano,143,4114,18876,2179830
Villarrica,1,1709,2,Varve Count,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Asamayama,1,1708 Dec 29,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Fujisan,2,1708 Dec,2,Historical Observations,35.361,138.728,3776,Japan,Stratovolcano,570,1759,906969,25022187
Asosan,2,1708 Sep 17,2,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Vesuvius,1,1708 Aug 14,3,Historical Observations,40.821,14.426,1281,Italy,Stratovolcano,19162,675705,3907941,6009961
"Fournaise, Piton de la",1,1708 Apr,0,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Villarrica,1,1708,2,Varve Count,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Fujisan,1,1707 Dec 16,5,Historical Observations,35.361,138.728,3776,Japan,Stratovolcano,570,1759,906969,25022187
Santorini,1,1707 May 23,3,Historical Observations,36.404,25.396,367,Greece,Shield,5176,12266,12336,67468
Taal,1,1707,2,Historical Observations,14.002,120.993,311,Philippines,Caldera,717090,717090,2380326,24814047
Hachijojima,2,1707,2,Historical Observations,33.137,139.766,854,Japan,Stratovolcano,11275,13560,13564,14082
Shikotsu,1,1707,2,Tephrochronology,42.688,141.38,1320,Japan,Caldera,130474,130474,316816,3096376
Bardarbunga,1,1707,2,Historical Observations,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
Asamayama,1,1706 Nov 20,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Grimsvotn,1,1706 Oct 15,2,Historical Observations,64.416,-17.316,1719,Iceland,Caldera,0,0,0,1736
Fuego,1,1706 Oct 4,2,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Tenerife,1,1706 May 5,2,Historical Observations,28.271,-16.641,3715,Spain,Stratovolcano,0,156,337660,766276
Kirishimayama,1,1706 Jan 28,2,Historical Observations,31.934,130.862,1700,Japan,Shield,647,8415,407050,3972044
Aira,1,1706 Jan,2,Historical Observations,31.593,130.657,1117,Japan,Caldera,4918,113874,905254,2610033
Bardarbunga,1,1706,2,Historical Observations,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
Fuego,1,1705 Jan 31,2,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Villarrica,1,1705,2,Varve Count,-39.42,-71.93,2847,Chile,Stratovolcano,477,1067,35118,667788
Tenerife,1,1704 Dec 31,2,Historical Observations,28.271,-16.641,3715,Spain,Stratovolcano,0,156,337660,766276
Asamayama,1,1704 Feb 5,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Asamayama,1,1703,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
"Fournaise, Piton de la",1,1703,0,Historical Observations,-21.244,55.708,2632,France,Shield,55859,55859,246792,717820
Fuego,1,1702 Aug 4,2,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Changbaishan,1,1702 Jun 9,4,Historical Observations,41.98,128.08,2744,China-North Korea,Stratovolcano,268,1833,29476,1660355
Etna,1,1702 Mar 8,1,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Bardarbunga,1,1702,2,Historical Observations,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
Vesuvius,1,1701 Jul 1,3,Historical Observations,40.821,14.426,1281,Italy,Stratovolcano,19162,675705,3907941,6009961
Campi Flegrei del Mar di Sicilia,2,1701,2,Historical Observations,37.1,12.7,-8,Italy,Submarine,230578,230578,230578,633350
Ritter Island,1,1700 Apr 3,3,Historical Observations,-5.519,148.115,75,Papua New Guinea,Stratovolcano,3,43,4323,68670
Manam,1,1700 Apr 2,2,Historical Observations,-4.08,145.037,1807,Papua New Guinea,Stratovolcano,1106,2553,24364,180402
Bam,3,1700 Apr,2,Historical Observations,-3.613,144.818,685,Papua New Guinea,Stratovolcano,192,192,462,103203
Kadovar,2,1700 Apr,2,Historical Observations,-3.608,144.588,365,Papua New Guinea,Stratovolcano,0,0,1341,114708
Ulawun,1,1700 Mar 11,2,Historical Observations,-5.05,151.33,2334,Papua New Guinea,Stratovolcano,30,1801,10577,61018
Taranaki,1,1700,4,Radiocarbon (uncorrected),-39.3,174.07,2518,New Zealand,Stratovolcano,200,230,77381,104499
Emuruangogolak,1,1700,0,Radiocarbon (uncorrected),1.5,36.33,1285,Kenya,Shield,80,252,4448,445177
Sheveluch,1,1700,3,Tephrochronology,56.653,161.36,3283,Russia,Stratovolcano,0,0,1718,11613
Kilauea,1,1700,0,Magnetism,19.421,-155.287,1222,United States,Shield,3122,3122,8495,169550
Glacier Peak,1,1700,2,Tephrochronology,48.112,-121.113,3213,United States,Stratovolcano,0,0,23,1340896
Fujisan,1,1700,2,Historical Observations,35.361,138.728,3776,Japan,Stratovolcano,570,1759,906969,25022187
Tristan da Cunha,1,1700,2,Tephrochronology,-37.092,-12.28,2060,United Kingdom,Shield,12,12,12,32
Cayambe,1,1700,3,Tephrochronology,0.029,-77.986,5790,Ecuador,Compound,70,1148,109630,3154986
Pacaya,1,1699 Jun 29,2,Historical Observations,14.382,-90.601,2569,Guatemala,Complex,4250,53579,2454482,7033094
Salak,2,1699 Jan 5,2,Historical Observations,-6.72,106.73,2211,Indonesia,Stratovolcano,1367,80578,2675904,38154252
Awu,2,1699,2,Historical Observations,3.689,125.447,1318,Indonesia,Stratovolcano,6409,22655,52725,58719
Gunungapi Wetar,1,1699,3,Historical Observations,-6.642,126.65,282,Indonesia,Stratovolcano,2,2,2,2
Fuego,1,1699,2,Historical Observations,14.473,-90.88,3763,Guatemala,Stratovolcano,1373,54332,1016339,7677809
Tolbachik,2,1699,2,Historical Observations,55.832,160.326,3611,Russia,Shield,0,0,225,10487
San Miguel,1,1699,2,Historical Observations,13.434,-88.269,2130,El Salvador,Stratovolcano,1232,63007,796482,3633885
Ciremai,1,1698 Feb 3,3,Historical Observations,-6.895,108.408,3039,Indonesia,Stratovolcano,915,67377,3058015,25718820
Cotopaxi,1,1698,3,Historical Observations,-0.677,-78.436,5911,Ecuador,Stratovolcano,251,7299,152139,3631492
Popocatepetl,1,1697 Oct 20,1,Historical Observations,19.023,-98.622,5393,Mexico,Stratovolcano,325,2584,634054,26509510
Vesuvius,1,1697 Sep 15,3,Historical Observations,40.821,14.426,1281,Italy,Stratovolcano,19162,675705,3907941,6009961
Klyuchevskoy,1,1697,3,Historical Observations,56.056,160.642,4754,Russia,Stratovolcano,0,0,292,12406
Bardarbunga,1,1697,2,Ice Core,64.633,-17.516,2000,Iceland,Stratovolcano,0,0,0,1348
Grimsvotn,1,1697,1,Historical Observations,64.416,-17.316,1719,Iceland,Caldera,0,0,0,1736
Vesuvius,1,1696 Jul 31,2,Historical Observations,40.821,14.426,1281,Italy,Stratovolcano,19162,675705,3907941,6009961
Soufriere Guadeloupe,1,1696 Apr,1,Historical Observations,16.044,-61.664,1467,France,Stratovolcano,8839,71345,256899,482449
Asamayama,1,1695 Jun 23,2,Historical Observations,36.406,138.523,2568,Japan,Complex,583,22371,457576,7629353
Izu-Oshima,1,1695 Apr 12,1,Historical Observations,34.724,139.394,746,Japan,Stratovolcano,2381,8037,8375,11837468
Huequi,1,1695,2,Tephrochronology,-42.377,-72.578,1318,Chile,Lava dome,0,7,1076,107960
Hokkaido-Komagatake,1,1694 Jul 4,4,Historical Observations,42.063,140.677,1131,Japan,Stratovolcano,173,23091,234213,962081
Iwakisan,2,1694 Jun 19,2,Historical Observations,40.656,140.303,1625,Japan,Stratovolcano,918,13229,465065,1617801
Zaozan [Zaosan],1,1694 May 29,2,Historical Observations,38.144,140.44,1841,Japan,Complex,632,4681,550409,4956958
Serua,1,1694,3,Historical Observations,-6.312,130.017,608,Indonesia,Stratovolcano,58,58,58,258
Tangkoko-Duasudara,1,1694,3,Historical Observations,1.518,125.185,1334,Indonesia,Stratovolcano,445,57792,135761,1227998
Etna,1,1693 Dec,3,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Serua,1,1693 Jun 4,4,Historical Observations,-6.312,130.017,608,Indonesia,Stratovolcano,58,58,58,258
Hekla,1,1693 Feb 13,4,Historical Observations,63.983,-19.666,1490,Iceland,Stratovolcano,0,0,298,22845
Etna,2,1693 Jan 9,1,Historical Observations,37.748,14.999,3320,Italy,Stratovolcano,78,3291,1016540,3052770
Teon,1,1693,3,Historical Observations,-6.976,129.144,728,Indonesia,Stratovolcano,19,102,102,2045
Pacaya,1,1693,2,Historical Observations,14.382,-90.601,2569,Guatemala,Complex,4250,53579,2454482,7033094
Serua,2,1692 Jun 4,2,Historical Observations,-6.312,130.017,608,Indonesia,Stratovolcano,58,58,58,258
Liamuiga,2,1692,4,Historical Observations,17.37,-62.8,1156,Saint Kitts and Nevis,Stratovolcano,2009,7285,35138,141136
Hierro,2,1692,1,Historical Observations,27.73,-18.03,1500,Spain,Shield,20321,20321,20321,43696
Asosan,1,1691 Apr,2,Historical Observations,32.884,131.104,1592,Japan,Caldera,75559,75559,234591,6507519
Reventador,1,1691,3,Historical Observations,-0.077,-77.656,3562,Ecuador,Stratovolcano,484,963,4403,2619647
Soufriere Guadeloupe,1,1690 Apr 5,1,Historical Observations,16.044,-61.664,1467,France,Stratovolcano,8839,71345,256899,482449
Pacaya,1,1690,2,Historical Observations,14.382,-90.601,2569,Guatemala,Complex,4250,53579,2454482,7033094
Unzendake,2,1690,1,Historical Observations,32.761,130.299,1483,Japan,Complex,6979,76424,444737,7313362
Kirishimayama,1,1690,2,Historical Observations,31.934,130.862,1700,Japan,Shield,647,8415,407050,3972044
Banda Api,1,1690,3,Historical Observations,-4.523,129.881,596,Indonesia,Caldera,5682,5682,5810,5810
Guntur,1,1690,3,Historical Observations,-7.143,107.84,2249,Indonesia,Complex,4652,218012,3412038,24486191
Asuncion,2,1690,2,Historical Observations,19.671,145.406,857,United States,Stratovolcano,0,0,0,0
Toya,1,1690,3,Tephrochronology,42.544,140.839,733,Japan,Stratovolcano,5723,36191,214565,3206914
Chikurachki,1,1690,4,Tephrochronology,50.324,155.461,1781,Russia,Stratovolcano,0,65,527,2492
Koshelev,1,1690,3,Historical Observations,51.356,156.753,1822,Russia,Stratovolcano,0,2,855,4390
Colima,1,1690,3,Historical Observations,19.514,-103.62,3850,Mexico,Stratovolcano,76,746,303490,1494790
